<2024-CANSAT-ASI-023,00:00:15,15,35,99573,25.5,7.43,15:00:15,28.6118,77.0359,28,9,16.22,-10.87,0.27,-0.04,-0.01,0.09,3,8,364>
<2024-CANSAT-ASI-023,00:00:16,16,35,99604,29.0,7.38,15:00:16,28.6116,77.0372,32,14,16.14,-10.90,0.21,-0.05,-0.02,0.09,3,10,405>
<2024-CANSAT-ASI-023,00:00:17,17,36,99541,28.6,7.37,15:00:17,28.6128,77.0373,34,14,16.15,-10.86,0.29,-0.04,-0.02,0.10,3,20,459>
<2024-CANSAT-ASI-023,00:00:18,18,36,99582,27.8,7.45,15:00:18,28.6118,77.0363,44,10,16.18,-10.80,0.21,-0.05,0.00,0.08,3,2,425>
<2024-CANSAT-ASI-023,00:00:19,19,39,99555,26.4,7.46,15:00:19,28.6116,77.0373,54,9,16.12,-10.78,0.20,-0.04,-0.00,0.09,3,9,387>
<2024-CANSAT-ASI-023,00:00:20,20,45,99520,18.5,7.40,15:00:20,28.6119,77.0358,58,10,16.18,-10.88,0.30,-0.06,-0.01,0.10,3,11,411>
<2024-CANSAT-ASI-023,00:00:21,21,53,99581,25.6,7.38,15:00:21,28.6129,77.0373,65,8,16.21,-10.82,0.27,-0.06,-0.02,0.08,3,19,454>
<2024-CANSAT-ASI-023,00:00:22,22,60,99548,27.6,7.44,15:00:22,28.6124,77.0361,70,6,16.10,-10.88,0.28,-0.07,-0.02,0.12,3,1,436>
<2024-CANSAT-ASI-023,00:00:23,23,69,99522,22.8,7.38,15:00:23,28.6119,77.0358,79,12,16.24,-10.81,0.30,-0.05,-0.03,0.11,3,11,383>
<2024-CANSAT-ASI-023,00:00:24,24,77,99507,25.8,7.39,15:00:24,28.6116,77.0368,80,14,16.15,-10.84,0.26,-0.06,0.00,0.10,3,13,452>
<2024-CANSAT-ASI-023,00:00:25,25,79,99592,20.2,7.40,15:00:25,28.6128,77.0366,89,14,16.10,-10.73,0.26,-0.06,0.00,0.11,3,7,426>
<2024-CANSAT-ASI-023,00:00:26,26,81,99532,30.0,7.37,15:00:26,28.6126,77.0356,97,14,16.18,-10.79,0.29,-0.07,0.01,0.12,3,8,449>
<2024-CANSAT-ASI-023,00:00:27,27,85,99571,18.1,7.39,15:00:27,28.6126,77.0372,101,13,16.18,-10.82,0.24,-0.05,-0.02,0.10,3,18,438>
<2024-CANSAT-ASI-023,00:00:28,28,86,99513,29.8,7.43,15:00:28,28.6114,77.0358,109,6,16.17,-10.80,0.26,-0.06,-0.00,0.11,3,11,423>
<2024-CANSAT-ASI-023,00:00:29,29,87,99603,25.0,7.46,15:00:29,28.6125,77.0372,111,6,16.13,-10.74,0.21,-0.04,-0.02,0.10,3,19,390>
<2024-CANSAT-ASI-023,00:00:30,30,93,99558,29.3,7.42,15:00:30,28.6129,77.0369,121,11,16.11,-10.86,0.22,-0.06,-0.02,0.11,3,9,376>
<2024-CANSAT-ASI-023,00:00:31,31,99,99574,25.1,7.39,15:00:31,28.6119,77.0371,130,7,16.25,-10.76,0.21,-0.03,-0.01,0.12,3,15,401>
<2024-CANSAT-ASI-023,00:00:32,32,101,99565,27.8,7.40,15:00:32,28.6120,77.0373,138,10,16.22,-10.80,0.22,-0.06,0.00,0.10,3,3,398>
<2024-CANSAT-ASI-023,00:00:33,33,110,99591,20.5,7.45,15:00:33,28.6112,77.0360,143,11,16.14,-10.74,0.22,-0.07,0.00,0.10,3,16,375>
<2024-CANSAT-ASI-023,00:00:34,34,112,99578,20.7,7.40,15:00:34,28.6129,77.0368,144,6,16.09,-10.80,0.20,-0.06,-0.01,0.10,3,3,412>
<2024-CANSAT-ASI-023,00:00:35,35,116,99554,25.6,7.46,15:00:35,28.6126,77.0372,147,7,16.16,-10.80,0.28,-0.04,-0.02,0.08,3,17,459>
<2024-CANSAT-ASI-023,00:00:36,36,120,99567,21.5,7.38,15:00:36,28.6121,77.0362,153,5,16.18,-10.79,0.29,-0.04,-0.00,0.12,3,2,451>
<2024-CANSAT-ASI-023,00:00:37,37,121,99543,22.4,7.44,15:00:37,28.6125,77.0371,156,7,16.17,-10.81,0.28,-0.06,-0.01,0.11,3,20,375>
<2024-CANSAT-ASI-023,00:00:38,38,129,99590,19.7,7.45,15:00:38,28.6118,77.0363,165,9,16.15,-10.80,0.23,-0.06,-0.02,0.09,3,15,442>
<2024-CANSAT-ASI-023,00:00:39,39,129,99546,26.9,7.37,15:00:39,28.6132,77.0364,175,11,16.10,-10.83,0.26,-0.07,-0.02,0.09,3,0,366>
<2024-CANSAT-ASI-023,00:00:40,40,131,99528,32.3,7.43,15:00:40,28.6116,77.0367,185,7,16.13,-10.80,0.22,-0.07,-0.02,0.10,3,2,411>
<2024-CANSAT-ASI-023,00:00:41,41,135,99507,32.3,7.38,15:00:41,28.6127,77.0361,187,12,16.17,-10.78,0.25,-0.06,-0.02,0.09,3,12,448>
<2024-CANSAT-ASI-023,00:00:42,42,141,99569,19.5,7.43,15:00:42,28.6121,77.0365,197,10,16.11,-10.79,0.29,-0.06,0.00,0.09,3,19,415>
<2024-CANSAT-ASI-023,00:00:43,43,143,99582,27.1,7.47,15:00:43,28.6123,77.0365,205,10,16.19,-10.83,0.22,-0.03,0.01,0.12,3,0,392>
<2024-CANSAT-ASI-023,00:00:44,44,145,99589,31.2,7.44,15:00:44,28.6115,77.0371,214,9,16.17,-10.78,0.22,-0.03,-0.02,0.11,3,19,370>
<2024-CANSAT-ASI-023,00:00:45,45,148,99539,30.4,7.44,15:00:45,28.6113,77.0359,220,14,16.07,-10.88,0.21,-0.06,-0.01,0.10,3,19,452>
<2024-CANSAT-ASI-023,00:00:46,46,155,99563,30.2,7.37,15:00:46,28.6119,77.0360,226,9,16.15,-10.72,0.24,-0.03,-0.01,0.12,3,3,395>
<2024-CANSAT-ASI-023,00:00:47,47,157,99510,24.4,7.46,15:00:47,28.6122,77.0370,229,13,16.18,-10.88,0.27,-0.05,-0.01,0.09,3,11,366>
<2024-CANSAT-ASI-023,00:00:48,48,158,99562,28.3,7.44,15:00:48,28.6125,77.0360,239,5,16.23,-10.82,0.28,-0.07,0.00,0.11,3,1,447>
<2024-CANSAT-ASI-023,00:00:49,49,162,99504,29.8,7.42,15:00:49,28.6121,77.0359,246,6,16.18,-10.91,0.26,-0.03,0.01,0.11,3,7,424>
<2024-CANSAT-ASI-023,00:00:50,50,171,99520,30.2,7.37,15:00:50,28.6124,77.0357,250,11,16.23,-10.71,0.27,-0.05,-0.01,0.10,3,6,377>
<2024-CANSAT-ASI-023,00:00:51,51,171,99542,25.4,7.40,15:00:51,28.6125,77.0373,250,9,16.19,-10.88,0.26,-0.06,-0.02,0.09,3,9,444>
<2024-CANSAT-ASI-023,00:00:52,52,176,99558,31.9,7.44,15:00:52,28.6127,77.0359,255,6,16.25,-10.90,0.28,-0.05,-0.02,0.11,3,5,454>
<2024-CANSAT-ASI-023,00:00:53,53,178,99533,25.2,7.44,15:00:53,28.6119,77.0363,262,7,16.15,-10.89,0.25,-0.05,-0.00,0.12,3,18,458>
<2024-CANSAT-ASI-023,00:00:54,54,185,99515,22.1,7.37,15:00:54,28.6125,77.0372,263,7,16.18,-10.88,0.27,-0.06,0.01,0.11,3,0,399>
<2024-CANSAT-ASI-023,00:00:55,55,195,99552,20.7,7.37,15:00:55,28.6116,77.0359,268,12,16.12,-10.76,0.20,-0.04,0.01,0.09,3,17,459>
<2024-CANSAT-ASI-023,00:00:56,56,196,99559,22.7,7.42,15:00:56,28.6115,77.0361,271,9,16.14,-10.79,0.21,-0.05,-0.03,0.09,3,19,460>
<2024-CANSAT-ASI-023,00:00:57,57,200,99531,25.0,7.41,15:00:57,28.6124,77.0358,281,12,16.07,-10.84,0.22,-0.07,-0.02,0.10,3,5,397>
<2024-CANSAT-ASI-023,00:00:58,58,208,99567,23.3,7.46,15:00:58,28.6131,77.0361,287,5,16.23,-10.71,0.27,-0.04,-0.02,0.10,3,0,367>
<2024-CANSAT-ASI-023,00:00:59,59,215,99543,22.5,7.47,15:00:59,28.6121,77.0375,289,12,16.14,-10.82,0.26,-0.05,0.01,0.11,3,1,384>
<2024-CANSAT-ASI-023,00:01:00,60,222,99573,31.4,7.44,15:01:00,28.6124,77.0357,292,6,16.22,-10.74,0.22,-0.06,0.01,0.10,3,7,401>
<2024-CANSAT-ASI-023,00:01:01,61,225,99521,32.2,7.46,15:01:01,28.6128,77.0371,302,5,16.20,-10.72,0.22,-0.06,-0.02,0.12,3,10,451>
<2024-CANSAT-ASI-023,00:01:02,62,235,99552,24.9,7.44,15:01:02,28.6124,77.0356,305,9,16.09,-10.83,0.24,-0.07,-0.02,0.08,3,1,368>
<2024-CANSAT-ASI-023,00:01:03,63,243,99593,23.1,7.47,15:01:03,28.6131,77.0367,313,9,16.13,-10.71,0.29,-0.05,-0.01,0.11,3,18,447>
<2024-CANSAT-ASI-023,00:01:04,64,248,99585,26.4,7.38,15:01:04,28.6123,77.0358,317,7,16.08,-10.74,0.20,-0.04,0.01,0.10,3,8,422>
<2024-CANSAT-ASI-023,00:01:05,65,256,99516,28.8,7.43,15:01:05,28.6131,77.0372,324,6,16.20,-10.88,0.22,-0.07,-0.02,0.11,3,7,381>
<2024-CANSAT-ASI-023,00:01:06,66,264,99529,20.7,7.39,15:01:06,28.6112,77.0361,334,12,16.13,-10.90,0.21,-0.06,0.00,0.08,3,4,414>
<2024-CANSAT-ASI-023,00:01:07,67,267,99580,24.4,7.41,15:01:07,28.6127,77.0356,337,13,16.12,-10.76,0.22,-0.04,0.01,0.09,3,12,372>
<2024-CANSAT-ASI-023,00:01:08,68,275,99510,32.2,7.41,15:01:08,28.6115,77.0358,347,5,16.07,-10.90,0.23,-0.06,-0.00,0.09,3,10,423>
<2024-CANSAT-ASI-023,00:01:09,69,285,99598,25.4,7.46,15:01:09,28.6132,77.0365,352,10,16.08,-10.78,0.28,-0.05,-0.02,0.10,3,12,396>
<2024-CANSAT-ASI-023,00:01:10,70,293,99508,25.8,7.43,15:01:10,28.6123,77.0359,358,14,16.13,-10.76,0.22,-0.06,-0.03,0.12,3,15,448>
<2024-CANSAT-ASI-023,00:01:11,71,296,99527,28.6,7.40,15:01:11,28.6126,77.0356,360,9,16.13,-10.82,0.30,-0.04,-0.02,0.10,3,17,419>
<2024-CANSAT-ASI-023,00:01:12,72,301,99582,29.8,7.45,15:01:12,28.6124,77.0365,369,12,16.16,-10.73,0.20,-0.05,-0.00,0.10,3,1,450>
<2024-CANSAT-ASI-023,00:01:13,73,305,99530,26.4,7.42,15:01:13,28.6126,77.0361,369,7,16.09,-10.73,0.21,-0.04,0.01,0.10,3,3,425>
<2024-CANSAT-ASI-023,00:01:14,74,306,99509,21.9,7.44,15:01:14,28.6129,77.0372,376,12,16.20,-10.84,0.28,-0.06,-0.00,0.12,3,12,370>
<2024-CANSAT-ASI-023,00:01:15,75,312,99528,29.4,7.46,15:01:15,28.6122,77.0367,379,14,16.27,-10.79,0.28,-0.07,-0.00,0.10,3,10,392>
<2024-CANSAT-ASI-023,00:01:16,76,312,99583,29.6,7.46,15:01:16,28.6114,77.0360,389,11,16.12,-10.73,0.27,-0.04,0.01,0.11,3,17,442>
<2024-CANSAT-ASI-023,00:01:17,77,314,99568,27.6,7.42,15:01:17,28.6129,77.0372,397,12,16.18,-10.78,0.22,-0.04,-0.01,0.10,3,8,439>
<2024-CANSAT-ASI-023,00:01:18,78,314,99588,28.5,7.44,15:01:18,28.6126,77.0360,405,7,16.20,-10.79,0.23,-0.05,-0.00,0.09,3,14,366>
<2024-CANSAT-ASI-023,00:01:19,79,315,99555,28.0,7.38,15:01:19,28.6127,77.0375,412,11,16.18,-10.90,0.26,-0.06,-0.02,0.11,3,0,447>
<2024-CANSAT-ASI-023,00:01:20,80,322,99554,22.2,7.40,15:01:20,28.6125,77.0358,421,14,16.19,-10.74,0.23,-0.05,0.00,0.12,3,7,370>
<2024-CANSAT-ASI-023,00:01:21,81,326,99574,25.0,7.37,15:01:21,28.6129,77.0366,427,9,16.11,-10.80,0.21,-0.06,-0.02,0.11,3,1,449>
<2024-CANSAT-ASI-023,00:01:22,82,328,99579,26.8,7.45,15:01:22,28.6123,77.0371,428,8,16.21,-10.88,0.24,-0.03,0.00,0.11,3,11,416>
<2024-CANSAT-ASI-023,00:01:23,83,331,99568,19.0,7.44,15:01:23,28.6113,77.0372,430,13,16.10,-10.85,0.23,-0.07,-0.01,0.10,3,3,449>
<2024-CANSAT-ASI-023,00:01:24,84,341,99506,19.8,7.37,15:01:24,28.6112,77.0369,433,13,16.14,-10.76,0.25,-0.04,-0.02,0.09,3,14,377>
<2024-CANSAT-ASI-023,00:01:25,85,344,99553,19.6,7.46,15:01:25,28.6116,77.0365,442,13,16.26,-10.87,0.25,-0.06,0.00,0.12,3,20,436>
<2024-CANSAT-ASI-023,00:01:26,86,351,99517,29.1,7.44,15:01:26,28.6118,77.0368,448,5,16.23,-10.73,0.22,-0.03,-0.02,0.10,3,0,434>
<2024-CANSAT-ASI-023,00:01:27,87,355,99563,29.2,7.45,15:01:27,28.6122,77.0366,451,12,16.10,-10.84,0.28,-0.04,-0.01,0.09,3,19,409>
<2024-CANSAT-ASI-023,00:01:28,88,363,99537,29.5,7.46,15:01:28,28.6127,77.0370,454,9,16.13,-10.86,0.20,-0.05,-0.00,0.10,3,6,422>
<2024-CANSAT-ASI-023,00:01:29,89,368,99515,32.8,7.41,15:01:29,28.6125,77.0364,456,6,16.08,-10.80,0.27,-0.07,-0.01,0.11,3,18,399>
<2024-CANSAT-ASI-023,00:01:30,90,369,99537,19.3,7.41,15:01:30,28.6125,77.0367,459,9,16.16,-10.82,0.29,-0.06,0.01,0.11,3,5,400>
<2024-CANSAT-ASI-023,00:01:31,91,378,99536,27.6,7.47,15:01:31,28.6113,77.0370,468,13,16.09,-10.87,0.26,-0.05,0.01,0.10,3,9,413>
<2024-CANSAT-ASI-023,00:01:32,92,378,99537,18.9,7.42,15:01:32,28.6123,77.0374,471,13,16.17,-10.82,0.30,-0.07,-0.01,0.10,3,8,415>
<2024-CANSAT-ASI-023,00:01:33,93,378,99528,25.8,7.40,15:01:33,28.6113,77.0372,481,7,16.18,-10.83,0.21,-0.07,-0.02,0.12,3,9,399>
<2024-CANSAT-ASI-023,00:01:34,94,388,99553,26.7,7.46,15:01:34,28.6127,77.0366,489,9,16.21,-10.82,0.22,-0.06,-0.02,0.09,3,1,371>
<2024-CANSAT-ASI-023,00:01:35,95,395,99507,27.5,7.44,15:01:35,28.6128,77.0365,493,14,16.07,-10.91,0.29,-0.05,-0.01,0.10,3,14,400>
<2024-CANSAT-ASI-023,00:01:36,96,400,99509,19.5,7.37,15:01:36,28.6119,77.0366,498,8,16.10,-10.90,0.23,-0.04,0.00,0.10,3,12,463>
<2024-CANSAT-ASI-023,00:01:37,97,401,99565,24.1,7.44,15:01:37,28.6116,77.0368,507,6,16.14,-10.71,0.24,-0.03,-0.03,0.10,3,17,364>
<2024-CANSAT-ASI-023,00:01:38,98,408,99534,18.0,7.40,15:01:38,28.6128,77.0372,515,12,16.16,-10.72,0.28,-0.04,-0.02,0.09,3,8,381>
<2024-CANSAT-ASI-023,00:01:39,99,405,99568,31.8,7.47,15:01:39,28.6117,77.0362,521,9,16.18,-10.81,0.30,-0.06,-0.02,0.10,4,10,449>
<2024-CANSAT-ASI-023,00:01:40,100,403,99507,28.5,7.40,15:01:40,28.6113,77.0372,519,2,16.07,-10.76,0.30,-0.05,-0.03,0.09,4,19,446>
<2024-CANSAT-ASI-023,00:01:41,101,399,99566,23.4,7.42,15:01:41,28.6113,77.0364,516,3,16.09,-10.90,0.22,-0.05,-0.01,0.08,4,0,463>
<2024-CANSAT-ASI-023,00:01:42,102,394,99566,19.1,7.43,15:01:42,28.6114,77.0359,512,7,16.26,-10.77,0.25,-0.06,0.01,0.09,4,12,384>
<2024-CANSAT-ASI-023,00:01:43,103,392,99529,32.2,7.42,15:01:43,28.6128,77.0356,507,5,16.17,-10.81,0.24,-0.05,-0.00,0.10,4,7,364>
<2024-CANSAT-ASI-023,00:01:44,104,390,99533,26.1,7.46,15:01:44,28.6129,77.0355,507,2,16.17,-10.74,0.24,-0.03,-0.02,0.10,4,10,442>
<2024-CANSAT-ASI-023,00:01:45,105,389,99587,29.7,7.38,15:01:45,28.6131,77.0363,506,6,16.14,-10.90,0.20,-0.07,-0.03,0.11,5,15,429>
<2024-CANSAT-ASI-023,00:01:46,106,389,99510,18.1,7.41,15:01:46,28.6123,77.0375,503,6,16.08,-10.74,0.20,-0.04,-0.02,0.09,5,15,390>
<2024-CANSAT-ASI-023,00:01:47,107,389,99523,23.5,7.47,15:01:47,28.6122,77.0370,501,7,16.21,-10.74,0.29,-0.06,-0.01,0.11,5,9,445>
<2024-CANSAT-ASI-023,00:01:48,108,388,99511,31.3,7.45,15:01:48,28.6118,77.0364,498,3,16.10,-10.83,0.20,-0.07,-0.00,0.11,5,16,445>
<2024-CANSAT-ASI-023,00:01:49,109,387,99590,27.3,7.38,15:01:49,28.6127,77.0356,497,4,16.17,-10.75,0.28,-0.04,0.00,0.09,5,6,419>
<2024-CANSAT-ASI-023,00:01:50,110,382,99594,27.1,7.45,15:01:50,28.6115,77.0356,497,3,16.11,-10.76,0.28,-0.06,0.00,0.11,5,16,384>
<2024-CANSAT-ASI-023,00:01:51,111,380,99563,21.8,7.40,15:01:51,28.6130,77.0356,494,2,16.10,-10.90,0.30,-0.05,-0.02,0.11,5,4,422>
<2024-CANSAT-ASI-023,00:01:52,112,377,99536,19.7,7.43,15:01:52,28.6113,77.0370,489,6,16.09,-10.74,0.29,-0.05,0.00,0.10,5,13,431>
<2024-CANSAT-ASI-023,00:01:53,113,372,99572,23.4,7.47,15:01:53,28.6116,77.0355,484,2,16.14,-10.80,0.26,-0.03,-0.02,0.11,5,1,408>
<2024-CANSAT-ASI-023,00:01:54,114,368,99521,30.5,7.45,15:01:54,28.6117,77.0372,484,3,16.08,-10.89,0.22,-0.07,-0.02,0.10,5,0,389>
<2024-CANSAT-ASI-023,00:01:55,115,366,99517,28.8,7.39,15:01:55,28.6114,77.0368,482,7,16.26,-10.88,0.25,-0.05,-0.02,0.10,5,15,426>
<2024-CANSAT-ASI-023,00:01:56,116,365,99547,26.4,7.41,15:01:56,28.6118,77.0357,482,6,16.11,-10.78,0.24,-0.05,-0.01,0.09,5,19,376>
<2024-CANSAT-ASI-023,00:01:57,117,361,99591,29.1,7.47,15:01:57,28.6118,77.0365,477,4,16.09,-10.72,0.24,-0.06,0.00,0.10,5,12,401>
<2024-CANSAT-ASI-023,00:01:58,118,358,99558,23.4,7.44,15:01:58,28.6120,77.0355,474,2,16.23,-10.90,0.29,-0.07,-0.02,0.12,5,4,407>
<2024-CANSAT-ASI-023,00:01:59,119,357,99536,20.7,7.39,15:01:59,28.6113,77.0371,472,3,16.24,-10.80,0.25,-0.04,0.00,0.09,5,13,421>
<2024-CANSAT-ASI-023,00:02:00,120,353,99567,19.3,7.41,15:02:00,28.6122,77.0369,470,5,16.21,-10.85,0.30,-0.04,-0.01,0.09,5,20,407>
<2024-CANSAT-ASI-023,00:02:01,121,351,99519,26.7,7.41,15:02:01,28.6126,77.0360,469,2,16.21,-10.90,0.20,-0.03,-0.02,0.09,5,17,375>
<2024-CANSAT-ASI-023,00:02:02,122,348,99590,21.5,7.41,15:02:02,28.6128,77.0357,468,7,16.13,-10.90,0.23,-0.06,0.01,0.11,5,17,378>
<2024-CANSAT-ASI-023,00:02:03,123,346,99553,20.6,7.41,15:02:03,28.6125,77.0366,464,3,16.20,-10.88,0.22,-0.07,-0.01,0.11,5,19,435>
<2024-CANSAT-ASI-023,00:02:04,124,342,99562,30.6,7.39,15:02:04,28.6113,77.0357,464,2,16.17,-10.74,0.27,-0.04,0.01,0.11,5,3,440>
<2024-CANSAT-ASI-023,00:02:05,125,341,99524,18.2,7.45,15:02:05,28.6131,77.0360,461,2,16.23,-10.79,0.27,-0.07,0.00,0.11,5,9,433>
<2024-CANSAT-ASI-023,00:02:06,126,341,99599,28.2,7.42,15:02:06,28.6131,77.0360,461,6,16.22,-10.81,0.29,-0.07,-0.01,0.11,5,8,426>
<2024-CANSAT-ASI-023,00:02:07,127,339,99523,23.6,7.41,15:02:07,28.6119,77.0362,460,6,16.20,-10.74,0.23,-0.03,-0.02,0.08,5,16,448>
<2024-CANSAT-ASI-023,00:02:08,128,336,99513,24.3,7.42,15:02:08,28.6130,77.0361,457,6,16.23,-10.76,0.20,-0.06,-0.01,0.09,5,10,390>
<2024-CANSAT-ASI-023,00:02:09,129,332,99573,30.7,7.44,15:02:09,28.6113,77.0375,452,2,16.18,-10.73,0.21,-0.05,0.00,0.11,5,19,365>
<2024-CANSAT-ASI-023,00:02:10,130,332,99559,31.2,7.45,15:02:10,28.6128,77.0362,450,3,16.14,-10.87,0.25,-0.05,-0.01,0.10,5,6,382>
<2024-CANSAT-ASI-023,00:02:11,131,332,99553,29.8,7.41,15:02:11,28.6130,77.0372,450,6,16.23,-10.75,0.30,-0.06,0.01,0.11,5,18,415>
<2024-CANSAT-ASI-023,00:02:12,132,328,99508,32.4,7.38,15:02:12,28.6121,77.0372,445,3,16.19,-10.88,0.28,-0.07,-0.03,0.11,5,2,398>
<2024-CANSAT-ASI-023,00:02:13,133,326,99524,22.1,7.38,15:02:13,28.6127,77.0370,445,5,16.13,-10.72,0.30,-0.06,-0.02,0.10,5,17,435>
<2024-CANSAT-ASI-023,00:02:14,134,324,99529,28.6,7.38,15:02:14,28.6114,77.0366,441,2,16.15,-10.83,0.21,-0.04,-0.02,0.12,5,12,442>
<2024-CANSAT-ASI-023,00:02:15,135,323,99563,26.7,7.37,15:02:15,28.6128,77.0355,438,2,16.10,-10.75,0.27,-0.06,0.00,0.11,5,18,452>
<2024-CANSAT-ASI-023,00:02:16,136,322,99505,20.0,7.42,15:02:16,28.6114,77.0367,436,3,16.16,-10.89,0.30,-0.06,-0.02,0.10,5,7,430>
<2024-CANSAT-ASI-023,00:02:17,137,318,99602,32.3,7.44,15:02:17,28.6122,77.0373,431,6,16.22,-10.86,0.28,-0.06,-0.01,0.08,5,17,402>
<2024-CANSAT-ASI-023,00:02:18,138,317,99539,28.0,7.43,15:02:18,28.6130,77.0362,426,2,16.22,-10.82,0.26,-0.03,-0.03,0.09,5,0,453>
<2024-CANSAT-ASI-023,00:02:19,139,317,99592,30.6,7.47,15:02:19,28.6128,77.0357,426,3,16.18,-10.74,0.25,-0.05,-0.03,0.11,5,2,458>
<2024-CANSAT-ASI-023,00:02:20,140,317,99504,21.6,7.42,15:02:20,28.6114,77.0372,422,7,16.11,-10.81,0.21,-0.06,-0.00,0.11,5,17,383>
<2024-CANSAT-ASI-023,00:02:21,141,316,99544,20.6,7.46,15:02:21,28.6115,77.0356,419,6,16.13,-10.71,0.23,-0.05,-0.01,0.08,5,20,436>
<2024-CANSAT-ASI-023,00:02:22,142,313,99576,29.4,7.42,15:02:22,28.6113,77.0374,418,7,16.12,-10.72,0.29,-0.03,0.01,0.08,5,11,376>
<2024-CANSAT-ASI-023,00:02:23,143,310,99602,25.9,7.39,15:02:23,28.6123,77.0364,413,2,16.07,-10.88,0.27,-0.03,-0.01,0.08,5,16,367>
<2024-CANSAT-ASI-023,00:02:24,144,305,99597,18.4,7.46,15:02:24,28.6127,77.0360,409,5,16.13,-10.71,0.29,-0.04,0.01,0.11,5,8,442>
<2024-CANSAT-ASI-023,00:02:25,145,300,99520,29.4,7.43,15:02:25,28.6128,77.0360,409,4,16.26,-10.91,0.24,-0.04,-0.02,0.10,5,17,409>
<2024-CANSAT-ASI-023,00:02:26,146,300,99589,22.8,7.39,15:02:26,28.6113,77.0374,408,4,16.13,-10.88,0.24,-0.04,0.00,0.10,5,13,377>
<2024-CANSAT-ASI-023,00:02:27,147,295,99573,20.2,7.37,15:02:27,28.6131,77.0362,406,7,16.12,-10.77,0.24,-0.05,-0.02,0.10,5,9,421>
<2024-CANSAT-ASI-023,00:02:28,148,290,99580,24.1,7.44,15:02:28,28.6119,77.0357,405,4,16.10,-10.79,0.25,-0.07,0.00,0.08,5,3,460>
<2024-CANSAT-ASI-023,00:02:29,149,290,99518,31.9,7.42,15:02:29,28.6112,77.0375,405,3,16.26,-10.76,0.21,-0.05,-0.00,0.11,5,3,426>
<2024-CANSAT-ASI-023,00:02:30,150,285,99537,32.4,7.44,15:02:30,28.6117,77.0370,404,7,16.17,-10.86,0.26,-0.05,-0.01,0.12,5,1,427>
<2024-CANSAT-ASI-023,00:02:31,151,283,99542,21.4,7.40,15:02:31,28.6117,77.0370,404,3,16.18,-10.79,0.23,-0.03,-0.03,0.11,5,4,363>
<2024-CANSAT-ASI-023,00:02:32,152,280,99603,30.0,7.38,15:02:32,28.6115,77.0367,402,4,16.18,-10.79,0.22,-0.06,-0.01,0.09,5,12,458>
<2024-CANSAT-ASI-023,00:02:33,153,278,99574,31.0,7.45,15:02:33,28.6119,77.0363,397,6,16.09,-10.89,0.28,-0.05,-0.01,0.12,5,0,426>
